current_canonical_runner_id,current_canonical_horse_name,historical_canonical_horse_id,historical_canonical_horse_name,identity_resolution_method,identity_resolution_status,identity_resolution_reason_code,historical_name_collision_count,identity_builder_version,identity_method_version,identity_bridge_evidence_sha256
RCOM_HORSE_5347308,Gaelic Kiwi,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,f8c46c023ed6d5dc85719e6f5141f9d58812a25963d2e60f325a5660c5c4ffad
RCOM_HORSE_5347458,Our Chief,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,58037d3aa2d6517e7ec938f4f01caa2168732b5276ade528d1f620b05ac04a3d
RCOM_HORSE_5347491,Beautiful Bevy,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,99f310bc1ce61cf81302631161718d6794670f8897e22ec833c8b9dad58eaffb
RCOM_HORSE_5347607,Brillantezza,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,1a6b0682d89603b69002e727b257bba6631a1cbd99a92d1443b102cd2859c808
RCOM_HORSE_5347643,King Of Savoy,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,05f1ec0c532d16b988ec09ce360c9cbfb57812336a3ba89e6348e45ec8883797
RCOM_HORSE_5347671,Harbour Town,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,fce600d264e7b27715b7fea09ea6bdcf71e22fab05295fed4bcbe59b4163f501
RCOM_HORSE_5348150,Aftermath,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,21a2b463a3a9569c2676da9426c10746da7cab5dcfec2bb4b6d9575ae799127a
RCOM_HORSE_5348376,Sweatband,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,1092299ab79c9aa4a6afd3398ea9157eb4ef9acf6dea0c3f00b9d0085ad16096
RCOM_HORSE_5348430,Valda Warrior,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,05f1cf8cdad778777537849d5c85e190de0d7b33d4d914377ff3d9d1599f224a
RCOM_HORSE_5348516,Ernie,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,51a4374c4d26b80be4c7347e7e946ec258654caa72077d3cc235c58f29a009ca
RCOM_HORSE_5348523,Ludlum,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,df6a11033ba74374d76013d5fd86acf972413c37d553eaebbdaa4e734c04d6e8
RCOM_HORSE_5348554,Itazura,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,b01a3d0620074f5c24cde2f09b74897721c93106352464f412c75353155bf4c1
RCOM_HORSE_5348718,Written Order,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,7a40c8e74338b9af7075166431b9e440d0d7bafce8bbb2e6e1536899ab8cea2d
RCOM_HORSE_5348797,Centu Cavaddi,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d4386ad41db6c76e580a51bbdeb4dad7b97d44f31ec8c947102cbc48ff5db95a
RCOM_HORSE_5348942,Misil Beauty,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8a720c72dfa5b32f1b0ce3562a898eee43170fee3c9f2f1930879a868f2a005f
RCOM_HORSE_5349193,Lauberhorn,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,cd0ca343b4aa34032746fde00eaec2e9c5cf88d507fe72d64b732a4aba7c518f
RCOM_HORSE_5349329,New Prospect,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2bed3dcaf4d252a29857a05717e34bfe7b86588a5476adbf2e4ab59a30af6bce
RCOM_HORSE_5349444,Unoyaself,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,41c2c2f87526626688e18cdb89b707c4f418cd6a6df6c798e97bf38a59f3afef
RCOM_HORSE_5349505,Celestial Zara,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4099c393b85c7c629a927ef1b3c6c9f251c894f59cf5b011ad9df74b19bd93d0
RCOM_HORSE_5349820,Snow Mercy,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,707a006f1dc8ec8da5fd4b831f9428ab8562c37c3b2ca35553ec8f0434288073
RCOM_HORSE_5350092,Blankfield,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d55f7a734cae67122767f40c03044236198b86569fcbddda26c4c7004a12ddae
RCOM_HORSE_5350119,Colour Circle,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,e8733e00318554cd19dcd96c43bd1ea3b6d0163a95c248e5d35a8c54a612a52d
RCOM_HORSE_5350266,Ate Iron,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,66ed514ab40768dddadace87f6277099f78012e59f5bcc0fec92a055997af108
RCOM_HORSE_5350327,Final Moment,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,b6349db7a5e77552656a10b1c42c84380b93f45366f5d075ba45ab4d7d198a02
RCOM_HORSE_5350367,Camegitchee,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,6ec6b6df67af87e7223bc38067b94b32c7b984e54fceba549840ae84efcf57cc
RCOM_HORSE_5350396,Lyttelton,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4ca414f44bbea4460c7aa58019228f3bce79c4cd598f92c78b116688b9b5cd6a
RCOM_HORSE_5350812,Savour The Dream,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,bab4da22fea119db95bcb1c338a5442dd940938eaebe84a2b5175bb24604a4fa
RCOM_HORSE_5350996,Recuperato,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,9c731c57af54a26d6d1fee66b87325074d5846f28a7e1b461c6e1e91dfb3f37f
RCOM_HORSE_5351215,Celtics,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ef5155b5aba7bde8a353aaa33d4b942a6b2e971a89e7a3461be6f212143be5b0
RCOM_HORSE_5352405,Logam,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,448af1fb30b066a151b9cf57c3de81e8e1280f3e8d1480a57fba75d6a3d659a3
RCOM_HORSE_5352448,Kings Reflection,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,fcf808e04b41d187ae973b46f54334f2d52366f29247688c460e4d4705c5b7b0
RCOM_HORSE_5353008,Shares,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,39da9fcf7d2362303846399c7bdd15ef848cbd2f22d289dd4e5557f1dabb54aa
RCOM_HORSE_5353850,The Benchmark,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4df433774336d4f4dc2d0b8e8b774f5f8b077ca03b510ebd1715fdba5e2f11a3
RCOM_HORSE_5354147,Knights Emperor,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,a50be37a3af68d5390ce6f6714da2749a2dac00c74bf7d5d8a6b6a07564f06a6
RCOM_HORSE_5354499,Boulderoo,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,b7d081d7d70a2e9469660d0f27be763f0d04e228bab32faca5d5b6b1a903fdf7
RCOM_HORSE_5355405,Azulita,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ce88907fc48cc06f9f0f3c9b1fd3526c1528fd19eefac624edd348c6c695197b
RCOM_HORSE_5355786,Caitlin's Punch,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,def19b91d4560165fb9128c1132019d209ac39d6f380623d526618d0e195872a
RCOM_HORSE_5356122,Amleto,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,697fa3c6045528c9af0f4f2eb4475ed45b228459da965aa70ec4d24d438523b2
RCOM_HORSE_5356259,Unlimited,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,af503cb42c72acc6a970f93acd1933b14f498716017663e3cf18acf7ebd6bc58
RCOM_HORSE_5356998,Jenni The Ninja,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2df168182b03f6bb187ee2f886ebbd779aca0d114ae462ab172704781cfbdc78
RCOM_HORSE_5357149,Stop The Rock,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,692a75606530c3f20bafaa3639b0dd9795269f644eab547f37b3e9e1f2585468
RCOM_HORSE_5358101,Magnetic Chess,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c0784edfb4c6a55b0d3144e9b8612b9ac0f18de33bf30c68d5d5dbaa8caecfab
RCOM_HORSE_5360092,Ghana's Akan,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,f66dd185d3b95d9255f35eaa079725cef3ccfa3f6478610adc0a6e4754fd7b74
RCOM_HORSE_5360565,Nightime Star,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,38f27bfc4ed2447d119e0c486fe70bcf6db44133fe2a9b70867568d8ee9bc63a
RCOM_HORSE_5362688,Divine Nurture,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,909f9c7190e9b894b4edf65c642ad4f22100d4b0baada22658a1c05097059439
RCOM_HORSE_5363346,Resolutely,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2d6a3b821e0e9c6c2049772595afd2d8b230b1078f53c20c50f179cd099b211f
RCOM_HORSE_5363723,Stakes,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ce14cc900e1be5e938bf35e88689f6b22f17cacbcc446315c59d8447bd08f483
RCOM_HORSE_5363793,No Confetti,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8e83c98f88910004c0e9e9988c2db952d3fae3f2b2e90034ee661dd8da82401e
RCOM_HORSE_5363965,Orchid Sky,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,41d4750fbd690c420095c143f1137163229579432a380e808ed5a2e8654a9d7a
RCOM_HORSE_5364057,Dirty Harry,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,85376c81371dd562bd26c7858f48b76087ab2a6f66d61e08472ac6ff69ab2665
RCOM_HORSE_5364962,Brazen Panda,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,f7e1e7702c9c08a40ea2ddee3f6bd7bc4f0d40e544ee11c7aa758e3951c7c664
RCOM_HORSE_5365022,Good Feel,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,8f4188e647b5486acb1c6964f1515c2345906626b1b3eac3ff520b0bcba48e0f
RCOM_HORSE_5365269,Milsons Point,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c08f46741a69e85f90255d8fe9135099d0c2477de90eda9699e3234fd4cbbd84
RCOM_HORSE_5366181,Epponnee Rae,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c33157db7efd1a198c05fc41d26c68e5b4ca80398458f08c9c65facbafd50fb6
RCOM_HORSE_5367059,Royalty Rules,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,21c5bf91addbfe1b63771c944d3c90805996ccac37c8336338e2393b90f6fabe
RCOM_HORSE_5367549,Brazen Madonna,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,fa97f68ba4bdf5efb8ff8928c801689569b437c7018b51bf55c67822d451858d
RCOM_HORSE_5367642,Aurum Star,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d4ac3d87499031a2886256ce19aada714c5b201dba909b5698af4a0694605937
RCOM_HORSE_5367886,Doubt Time,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,f99e16b0187adcd2f4e87e43d5cf050ede4e2943ddf6e2dfbf2f4fa848247113
RCOM_HORSE_5367954,Jacaranda,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,2aa11dfc42435baa4a6b5e3e0c2f101fa755849f02536b32182cd38c665991c0
RCOM_HORSE_5368329,Inside Word,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,d80fea7ff1446793702e7ef1a46c0148db64ad0199a920935b6e0a3bb8e24d4f
RCOM_HORSE_5370452,Prince Eric,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,3781644cfcb840fc39d1390a1a161b4ed84cf3032953e4205c9ed5a16e4335aa
RCOM_HORSE_5371382,Imperial Valley,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,ef7b821da5841c70462f730cf34a0b50d4bcbdbc417a25b3b54deb22f095e793
RCOM_HORSE_5371664,Somers Green,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,bc816c7d61724043770e8c6d182bbca6feb8f03dfadefdb2300bdeedff810ba4
RCOM_HORSE_5372271,Myhro's Ruler,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,4001e61264bade6910391b218adedaa7f51c80e25991b27fd9c779c4b5d25fb6
RCOM_HORSE_5372796,Master Fox,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,90e009049df407551cfe329d7b2dca3ebc58d774fd4a75ed96e04767e639c016
RCOM_HORSE_5372898,Don't Doubt Dare,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,be4e899a9a0090f0230b2f588ba199c3410494d59a51a8553e100007ba1d20ce
RCOM_HORSE_5374949,Rebel Tuesday,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,64cdfb5c453481577d555ef0aafe01ca478881f61957c7684c5ec81d47107a30
RCOM_HORSE_5375515,Brazen Dechambeau,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,e93da70d4eb3bd5057a40802009350c849460012a9fd1e606c876b75822c1f5f
RCOM_HORSE_5376607,Cruiserweight,,,,IDENTITY_UNRESOLVED,NO_CANONICAL_ID_OR_EXACT_NAME_MATCH,0,EDGEIQ_CURRENT_HISTORICAL_HORSE_IDENTITY_BRIDGE_V2,CANONICAL_ID_THEN_EXACT_UNIQUE_NORMALISED_NAME_V1,c99ac274ba7b8bdf71301e96fc8ad988d6aaf0d136e1fe766136d410669e97b6
