track_id,track_name,matching_file_count,field_categories_found,track_condition_evidence,rail_evidence,irrigation_evidence,rainfall_evidence,update_time_evidence,matching_files,status,notes
BALLARAT,Ballarat,98,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,data\weather-source-audit\racing-australia-vic\track_conditions_page.html|public\data\edgeiq_accountability_by_track.csv|public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_bet_feedback_by_track.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_current_true_track_feed_v1.csv|public\data\edgeiq_current_true_track_feed_v1_audit.csv|public\data\edgeiq_experiment_tracker_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_condition_dna_v1.csv|public\data\edgeiq_live_condition_dna_v1_CHECKPOINT_20260625_PRE_DNA_REFRESH.csv|public\data\edgeiq_live_track_bias_feed_v1.csv|public\data\edgeiq_live_track_intelligence_v1.csv|public\data\edgeiq_live_track_intelligence_v2_1.csv|public\data\edgeiq_lone_leader_stability_audit_v1_by_track.csv|public\data\edgeiq_meeting_results_terminal_feed_v1.csv|public\data\edgeiq_meetings_race_list_fallback_audit_v1.csv,EVIDENCE_FOUND,
BALLARAT_SYNTHETIC,Ballarat Synthetic,54,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,data\weather-source-audit\racing-australia-vic\track_conditions_page.html|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_current_true_track_feed_v1.csv|public\data\edgeiq_current_true_track_feed_v1_audit.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_condition_dna_v1.csv|public\data\edgeiq_live_condition_dna_v1_CHECKPOINT_20260625_PRE_DNA_REFRESH.csv|public\data\edgeiq_live_track_bias_feed_v1.csv|public\data\edgeiq_live_track_intelligence_v1.csv|public\data\edgeiq_meetings_race_list_fallback_audit_v1.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_product_shell_meetings_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_bias_engine_v1_audit.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv,EVIDENCE_FOUND,
BENDIGO,Bendigo,70,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_current_true_track_feed_v1.csv|public\data\edgeiq_current_true_track_feed_v1_audit.csv|public\data\edgeiq_early_market_aware_predictive_model_v1_by_track.csv|public\data\edgeiq_epf_v1_quality_guardrails_summary.csv|public\data\edgeiq_experiment_tracker_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_condition_dna_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_product_shell_meetings_v1.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv,EVIDENCE_FOUND,
BENALLA,Benalla,43,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv|public\data\edgeiq_track_condition_runstyle_v1.csv|public\data\edgeiq_track_distance_bias_v1.csv|public\data\edgeiq_track_specialist_index_v1.csv|public\data\edgeiq_track_thumbnails_v3_summary.csv,EVIDENCE_FOUND,
CAMPERDOWN,Camperdown,36,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv,EVIDENCE_FOUND,
CASTERTON,Casterton,54,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_live_blank_jockey_v2_by_track.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_track_distance_condition_profile_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv,EVIDENCE_FOUND,
COLAC,Colac,50,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv,EVIDENCE_FOUND,
DONALD,Donald,63,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,data\weather-source-audit\racing-australia-vic\track_conditions_page.html|public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_graphql_getRacesForMeet_meeting_warehouse_v1.csv|public\data\edgeiq_graphql_meeting_harvest_flemington_20250101_v1.json|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_track_intelligence_v1.csv|public\data\edgeiq_live_track_intelligence_v2_1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv,EVIDENCE_FOUND,
ECHUCA,Echuca,59,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_accountability_by_track.csv|public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_barrier_rail_condition_bias_replay_v1_summary.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_future_meeting_feed_coverage_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_condition_dna_v1_CHECKPOINT_20260625_PRE_DNA_REFRESH.csv|public\data\edgeiq_live_track_intelligence_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv,EVIDENCE_FOUND,
GEELONG,Geelong,72,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,data\weather-source-audit\racing-australia-vic\track_conditions_page.html|public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_lone_leader_stability_audit_v1_by_track.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.json|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv,EVIDENCE_FOUND,
HAMILTON,Hamilton,66,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,data\weather-source-audit\racing-australia-vic\track_conditions_page.html|public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_lone_leader_stability_audit_v1_by_track.csv|public\data\edgeiq_meeting_results_terminal_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv,EVIDENCE_FOUND,
HORSHAM,Horsham,52,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_shadow_out_of_sample_tracker_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv,EVIDENCE_FOUND,
KILMORE,Kilmore,51,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv,EVIDENCE_FOUND,
KYNETON,Kyneton,52,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv,EVIDENCE_FOUND,
MANSFIELD,Mansfield,27,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv|public\data\edgeiq_track_condition_runstyle_v1.csv|public\data\edgeiq_track_distance_bias_summary_v1.csv|public\data\edgeiq_track_distance_bias_v1.csv|public\data\edgeiq_track_specialist_index_v1.csv|public\data\edgeiq_track_thumbnails_v3_summary.csv,EVIDENCE_FOUND,
MOE,Moe,62,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_experiment_tracker_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_track_bias_feed_v1.csv|public\data\edgeiq_lone_leader_stability_audit_v1_by_track.csv|public\data\edgeiq_meetings_race_list_fallback_audit_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv,EVIDENCE_FOUND,
MURTOA,Murtoa,39,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv|public\data\edgeiq_track_condition_runstyle_v1.csv|public\data\edgeiq_track_distance_bias_v1.csv,EVIDENCE_FOUND,
SALE,Sale,67,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_track_intelligence_v2.csv|public\data\edgeiq_live_track_intelligence_v2_1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_track_distance_condition_profile_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv,EVIDENCE_FOUND,
