race_date,track,race_no,race_key,runner_key,horse,horse_key,saddlecloth,barrier,jockey,trainer,model_rank,win_pct,fair_price,live_price,edge_pct,positive_1,positive_1_value,positive_2,positive_2_value,positive_3,positive_3_value,risk_1,risk_1_value,risk_2,risk_2_value,risk_3,risk_3_value,why_ranked_here,runner_profile_summary,projection_confidence_score,profile_confidence_score,market_confidence_score,data_quality_score,connection_confidence_score,final_confidence_score,confidence_band,confidence_explanation,last_5_ratings,last_5_rating_dates,rating_trend,rating_trend_delta,last_5_finish_positions,last_5_tracks,trend_label,trend_summary,rating_source_method,race_tempo,race_shape_label,race_shape_story,pace_advantage_runner,late_power_beneficiary,pressure_risk_runner,leader_count,on_pace_count,midfield_count,backmarker_count,explainability_feed_status,built_at,connection_score,connection_band,connection_positive_1,connection_positive_1_value,connection_positive_2,connection_positive_2_value,connection_risk_1,connection_risk_1_value,connection_narrative,market_expectation_label,sp_expectation_delta,trainer_track_sr,jockey_track_sr,combo_sr,combo_track_sr,sp_sample_starts,connection_summary_for_decision_engine,explainability_v1_2_status
2026-06-20,DONALD,1,2026-06-20_DONALD_R1,2026-06-20_DONALD_R1_CATTLEMANSBAR,CATTLEMAN'S BAR,CATTLEMANSBAR,1,6,TEO NUGENT,PAUL PREUSKER,12,4.74,21.08,0.0,,,,,,,,Projection Gap,-19.75,Distance Fit,0.0,Condition Fit,0.0,"Rank #12: strongest supports are limited positive evidence. Main risks are Projection Gap -19.75, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map OFF PACE | Action NO MARKET,90.0,53.0,45.0,93.33,95.0,72.75,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 72.8 uses existing confidence where available; otherwise explanatory decomposition.,43.42,2025-12-21,INSUFFICIENT_HISTORY,0.0,6,HORSHAM,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,EVEN,CONTROLLED SPEED MAP,Tempo profiles as even with 1 leader(s) and 8 on-pace runner(s). Map advantage: ENZO CHARLEY. Pressure risk: ENZO CHARLEY.,ENZO CHARLEY,,ENZO CHARLEY,1,8,5,2,COMPLETE,2026-06-20T04:27:53.682438+00:00,33,NEGATIVE,,,,,Underperforms SP,-32.8 pts from 11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,UNDERPERFORMS_MARKET,-32.7629,6.4103,25.0,2.9412,,11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_DAZZLINGSECRET,DAZZLING SECRET,DAZZLINGSECRET,3,10,JADE SMITH,MICK NOLAN,4,10.16,9.84,0.0,,Sectionals,65.0,Sectionals,+2.25,Pace,+1.6,Condition Fit,0.0,Projection Gap,-9.58,Projected Speed,23.0,"Rank #4: strongest supports are Sectionals 65.0, Sectionals +2.25, Pace +1.6. Main risks are Condition Fit 0.0, Projection Gap -9.58, Projected Speed 23.0.",Profile NEGATIVE | Map MIDFIELD | Action NO MARKET,90.0,73.2,45.0,93.33,95.0,77.8,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 77.8 uses existing confidence where available; otherwise explanatory decomposition.,46.82 > 60.29 > 64.4,2026-01-17 > 2026-01-03 > 2025-12-23,DECLINING,-17.58,6 > 4 > 3,SOUTHSIDE CRANBOURNE > SOUTHSIDE CRANBOURNE > MORNINGTON,DECLINING,DECLINING: rating trend down -17.58 across last 3 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,47,NEUTRAL,,,,,Trainer condition,0.0% from 13,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_WESTERNEDGE,WESTERN EDGE,WESTERNEDGE,4,12,CIAN MACREDMOND,CHRISTOPHER DAVIS,14,1.13,88.15,0.0,,Pace,+1.6,Late Power,+0.12,,,Runner Profile DNA,0.0,Distance Fit,0.0,Condition Fit,0.0,"Rank #14: strongest supports are Pace +1.6, Late Power +0.12. Main risks are Runner Profile DNA 0.0, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map MIDFIELD | Action NO MARKET,45.0,29.0,45.0,80.0,95.0,51.25,MODERATE,MODERATE confidence. Strongest component is connection 95.0. Weakest component is profile 29.0. Final confidence 51.2 uses existing confidence where available; otherwise explanatory decomposition.,,2026-05-23,INSUFFICIENT_HISTORY,0.0,SCR,BET365 ECHUCA,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Jockey track,0.0% from 26,Connection profile is under pressure: Jockey track 0.0% from 26.,INSUFFICIENT_SP_SAMPLE,,9.0909,0.0,,,0,Connection profile is under pressure: Jockey track 0.0% from 26.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_BRAZENQUEEN,BRAZEN QUEEN,BRAZENQUEEN,5,6,TOM MADDEN,DARRYL DODSON,12,3.69,27.12,0.0,,,,,,,,Projection Gap,-26.57,Distance Fit,0.0,Condition Fit,0.0,"Rank #12: strongest supports are limited positive evidence. Main risks are Projection Gap -26.57, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map PACE | Action NO MARKET,90.0,46.0,45.0,93.33,95.0,71.0,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 71.0 uses existing confidence where available; otherwise explanatory decomposition.,,2025-07-25 > 2025-07-21,INSUFFICIENT_HISTORY,0.0,10 > SCR,LADBROKES GEELONG > BET365 BAIRNSDALE,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,Trainer/Jockey combo,17.6% from 17,,,Jockey track,3.0% from 67,Connection profile is strong: Trainer/Jockey combo 17.6% from 17.,INSUFFICIENT_SP_SAMPLE,34.9647,0.0,2.9851,17.6471,,5,Connection profile is strong: Trainer/Jockey combo 17.6% from 17.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_BRILLIANTBEAGLE,BRILLIANT BEAGLE,BRILLIANTBEAGLE,6,1,CORY PARISH,OLIVIA OSBORNE,8,6.76,14.79,0.0,,Projected Speed,64.0,Profile,+1.75,,,Projection Gap,-21.99,Condition Fit,0.0,Sectionals,25.0,"Rank #8: strongest supports are Projected Speed 64.0, Profile +1.75. Main risks are Projection Gap -21.99, Condition Fit 0.0, Sectionals 25.0.",Profile NEGATIVE | Map LEADER | Action NO MARKET,90.0,74.5,45.0,93.33,95.0,78.12,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 78.1 uses existing confidence where available; otherwise explanatory decomposition.,33.42 > 47.91,2025-12-06 > 2025-11-22,DECLINING,-14.49,9 > 7,ALBURY > TATURA,DECLINING,DECLINING: rating trend down -14.49 across last 2 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,37,NEGATIVE,Jockey track,16.7% from 12,,,Trainer/Jockey combo,0.0% from 14,Connection profile is strong: Jockey track 16.7% from 12.,INSUFFICIENT_SP_SAMPLE,-48.6111,0.0,16.6667,0.0,,2,Connection profile is strong: Jockey track 16.7% from 12.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_LOTSOFTORQUE,LOTS OF TORQUE,LOTSOFTORQUE,7,15,MELISSA JULIUS,SIMON GEBERT,3,10.75,9.3,0.0,,Profile,+1.75,Late Power,+0.24,,,Condition Fit,0.0,Projection Gap,-6.5,Sectionals,25.0,"Rank #3: strongest supports are Profile +1.75, Late Power +0.24. Main risks are Condition Fit 0.0, Projection Gap -6.5, Sectionals 25.0.",Profile NEGATIVE | Map BACKMARKER | Action NO MARKET,84.5,74.2,45.0,93.33,95.0,76.4,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 76.4 uses existing confidence where available; otherwise explanatory decomposition.,48.65 > 64.96,2026-02-24 > 2026-02-08,DECLINING,-16.31,8 > 3,HORSHAM > NARACOORTE,DECLINING,DECLINING: rating trend down -16.31 across last 2 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Jockey track,4.9% from 41,Connection profile is under pressure: Jockey track 4.9% from 41.,INSUFFICIENT_SP_SAMPLE,,0.0,4.878,0.0,,0,Connection profile is under pressure: Jockey track 4.9% from 41.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_POSTCARDS,POSTCARDS,POSTCARDS,8,9,ALANA KELLY,SHAY KEATING,15,1.13,88.15,0.0,,Pace,+1.6,Late Power,+0.04,,,Runner Profile DNA,0.0,Distance Fit,0.0,Condition Fit,0.0,"Rank #15: strongest supports are Pace +1.6, Late Power +0.04. Main risks are Runner Profile DNA 0.0, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map MIDFIELD | Action NO MARKET,45.0,29.0,45.0,80.0,95.0,51.25,MODERATE,MODERATE confidence. Strongest component is connection 95.0. Weakest component is profile 29.0. Final confidence 51.2 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,52,NEUTRAL,Outperforms SP,+15.8 pts from 16,,,Jockey condition,3.4% from 119,Connection profile is strong: Outperforms SP +15.8 pts from 16 and outperform market expectation.,OUTPERFORMS_MARKET,15.8365,11.1111,8.1081,7.2289,50.0,16,Connection profile is strong: Outperforms SP +15.8 pts from 16 and outperform market expectation.,COMPLETE
2026-06-20,DONALD,3,2026-06-20_DONALD_R3,2026-06-20_DONALD_R3_RAMELLE,RAMELLE,RAMELLE,9,7,BRAD RAWILLER,SYMON WILDE,1,11.06,9.04,0.0,,Projected Speed,61.0,,,,,Distance Fit,0.0,Condition Fit,0.0,Runner Profile DNA,17.8,"Rank #1: strongest supports are Projected Speed 61.0. Main risks are Distance Fit 0.0, Condition Fit 0.0, Runner Profile DNA 17.8.",Profile POOR | Map OFF PACE | Action NO MARKET,79.22,58.8,45.0,93.33,95.0,70.97,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 71.0 uses existing confidence where available; otherwise explanatory decomposition.,66.75 > 50.38,2025-12-31 > 2025-12-16,IMPROVING,16.37,3 > 6,WARRNAMBOOL > BET365 TERANG,IMPROVING,IMPROVING: rating trend up 16.37 across last 2 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: CODENAME. Pressure risk: BIG STORM.,CODENAME,,BIG STORM,6,3,5,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,53,NEUTRAL,Trainer track,25.0% from 52,,,Jockey track,5.4% from 37,Connection profile is strong: Trainer track 25.0% from 52.,INSUFFICIENT_SP_SAMPLE,-43.3766,25.0,5.4054,6.6667,16.6667,5,Connection profile is strong: Trainer track 25.0% from 52.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_NEVERATHOUGHT,NEVER A THOUGHT,NEVERATHOUGHT,1,11,MITCHELL AITKEN,COLIN SCOTT,1,6.67,15.0,0.0,,Sectionals,64.0,Class Fit,59.4,Distance Fit,56.0,Condition Fit,0.0,Runner Profile DNA,38.5,Rating,-8.78,"Rank #1: strongest supports are Sectionals 64.0, Class Fit 59.4, Distance Fit 56.0. Main risks are Condition Fit 0.0, Runner Profile DNA 38.5, Rating -8.78.",Profile NEGATIVE | Map BACKMARKER | Action NO MARKET,65.0,79.5,45.0,86.67,95.0,70.88,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 70.9 uses existing confidence where available; otherwise explanatory decomposition.,55.06,2025-12-23,INSUFFICIENT_HISTORY,0.0,4,MORNINGTON,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,39,NEGATIVE,,,,,Jockey track,4.9% from 41,Connection profile is under pressure: Jockey track 4.9% from 41.,INSUFFICIENT_SP_SAMPLE,,,4.878,0.0,,0,Connection profile is under pressure: Jockey track 4.9% from 41.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_THEMARINER,THE MARINER,THEMARINER,10,5,JADE SMITH,STEPHEN LENEHAN,2,6.67,15.0,0.0,,Class Fit,67.0,Sectionals,66.0,Projected Speed,62.0,Condition Fit,0.0,Runner Profile DNA,37.4,Rating,-6.58,"Rank #2: strongest supports are Class Fit 67.0, Sectionals 66.0, Projected Speed 62.0. Main risks are Condition Fit 0.0, Runner Profile DNA 37.4, Rating -6.58.",Profile NEGATIVE | Map MIDFIELD | Action NO MARKET,65.0,78.4,45.0,86.67,95.0,70.6,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 70.6 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Trainer track,5.6% from 18,Connection profile is under pressure: Trainer track 5.6% from 18.,INSUFFICIENT_SP_SAMPLE,,5.5556,,,,0,Connection profile is under pressure: Trainer track 5.6% from 18.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_COLLEGEDROPOUT,COLLEGE DROPOUT,COLLEGEDROPOUT,11,10,SAMANTHA NOBLE,STEVEN NOBLE,3,6.67,15.0,0.0,,Profile,+1.75,Late Power,+0.08,,,Condition Fit,0.0,Sectionals,25.0,Runner Profile DNA,28.7,"Rank #3: strongest supports are Profile +1.75, Late Power +0.08. Main risks are Condition Fit 0.0, Sectionals 25.0, Runner Profile DNA 28.7.",Profile POOR | Map BACKMARKER | Action NO MARKET,65.0,65.7,45.0,86.67,95.0,67.43,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 67.4 uses existing confidence where available; otherwise explanatory decomposition.,,2026-05-28 > 2025-09-07 > 2024-12-23 > 2024-12-07 > 2024-11-05,INSUFFICIENT_HISTORY,0.0,6 > SCR > 8 > 4 > 6,MOE > BET365 BAIRNSDALE > SPORTSBET-WANGARATTA > SPORTSBET-WANGARATTA > SPORTSBET-WANGARATTA,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,30,POOR,,,,,Underperforms SP,-8.0 pts from 30,Market expectation risk: this connection has underperformed starting-price expectation from available history.,UNDERPERFORMS_MARKET,-8.0465,0.0,0.0,0.7797,0.0,30,Market expectation risk: this connection has underperformed starting-price expectation from available history.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_THELASTJUDGEMENT,THE LAST JUDGEMENT,THELASTJUDGEMENT,12,7,KATE WALTERS,HELEN BURNS,4,6.67,15.0,0.0,,Projected Speed,71.0,Class Fit,64.1,Sectionals,63.0,Condition Fit,0.0,Runner Profile DNA,41.6,Condition,-4.0,"Rank #4: strongest supports are Projected Speed 71.0, Class Fit 64.1, Sectionals 63.0. Main risks are Condition Fit 0.0, Runner Profile DNA 41.6, Condition -4.0.",Profile NEGATIVE | Map MIDFIELD | Action NO MARKET,65.0,78.6,45.0,86.67,95.0,70.65,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 70.7 uses existing confidence where available; otherwise explanatory decomposition.,,2026-06-06 > 2026-06-02 > 2026-05-24 > 2026-05-09 > 2026-04-21,INSUFFICIENT_HISTORY,0.0,SCR > SCR > 8 > 8 > 10,BET365 SWAN HILL > BET365 ECHUCA > BET365 MILDURA > ARARAT > BET365 SWAN HILL,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,34,NEGATIVE,,,,,Jockey track,0.0% from 20,Connection profile is under pressure: Jockey track 0.0% from 20.,INSUFFICIENT_SP_SAMPLE,,0.0,0.0,,,0,Connection profile is under pressure: Jockey track 0.0% from 20.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_BEAUKATI,BEAUKATI,BEAUKATI,13,15,NOT NOTIFIED,JORDY COFFEY,5,6.67,15.0,0.0,,Sectionals,66.0,Class Fit,63.0,Distance Fit,57.7,Condition Fit,0.0,Runner Profile DNA,40.2,Condition,-4.0,"Rank #5: strongest supports are Sectionals 66.0, Class Fit 63.0, Distance Fit 57.7. Main risks are Condition Fit 0.0, Runner Profile DNA 40.2, Condition -4.0.",Profile NEGATIVE | Map BACKMARKER | Action NO MARKET,65.0,77.2,45.0,86.67,95.0,70.3,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 70.3 uses existing confidence where available; otherwise explanatory decomposition.,,2026-06-06 > 2026-05-24 > 2026-05-09 > 2026-05-02 > 2026-04-21,INSUFFICIENT_HISTORY,0.0,SCR > 10 > SCR > SCR > 11,BET365 SWAN HILL > BET365 MILDURA > ARARAT > DONALD > BET365 SWAN HILL,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,0.0,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_YAMATO,YAMATO,YAMATO,14,13,NOT NOTIFIED,CHRISTOPHER DAVIS,6,6.67,15.0,0.0,,Profile,+1.75,Late Power,+0.16,,,Condition Fit,0.0,Sectionals,25.0,Runner Profile DNA,33.4,"Rank #6: strongest supports are Profile +1.75, Late Power +0.16. Main risks are Condition Fit 0.0, Sectionals 25.0, Runner Profile DNA 33.4.",Profile NEGATIVE | Map LEADER | Action NO MARKET,65.0,74.4,45.0,86.67,95.0,69.6,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 69.6 uses existing confidence where available; otherwise explanatory decomposition.,62.46 > 72.89 > 71.23 > 48.67 > 49.37,2026-03-14 > 2026-02-21 > 2026-02-21 > 2026-02-17 > 2026-02-17,IMPROVING,13.09,4 > 2 > 2 > 7 > 7,BERR > DDRG > DEDERANG PICNIC > PICKLEBET PARK WERRIBEE > WERR,IMPROVING,IMPROVING: rating trend up 13.09 across last 5 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,47,NEUTRAL,,,,,Trainer condition,1.9% from 52,Connection profile is under pressure: Trainer condition 1.9% from 52.,INSUFFICIENT_SP_SAMPLE,,9.0909,,,,0,Connection profile is under pressure: Trainer condition 1.9% from 52.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_ASKFORMORE,ASK FOR MORE,ASKFORMORE,15,1,NOT NOTIFIED,STEPHEN LENEHAN,7,6.67,15.0,0.0,,Profile,+1.75,,,,,Condition Fit,0.0,Projected Speed,11.0,Sectionals,25.0,"Rank #7: strongest supports are Profile +1.75. Main risks are Condition Fit 0.0, Projected Speed 11.0, Sectionals 25.0.",Profile NEGATIVE | Map PACE | Action NO MARKET,65.0,75.1,45.0,86.67,95.0,69.78,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 69.8 uses existing confidence where available; otherwise explanatory decomposition.,43.97 > 59.33 > 60.5 > 44.31 > 49.46,2026-03-07 > 2026-02-21 > 2026-02-19 > 2026-02-08 > 2026-01-06,DECLINING,-5.49,10 > 5 > 3 > 10 > 8,BET365 EDENHOPE > KINGSCOTE > KINGSCOTE > ARARAT > BET365 COLAC,DECLINING,DECLINING: rating trend down -5.49 across last 5 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Trainer track,5.6% from 18,Connection profile is under pressure: Trainer track 5.6% from 18.,INSUFFICIENT_SP_SAMPLE,,5.5556,,,,0,Connection profile is under pressure: Trainer track 5.6% from 18.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_MINESITE,MINESITE,MINESITE,2,2,CASSIDY HILL,MICHEAL NEWTON,8,6.67,15.0,0.0,,Class Fit,67.2,Profile,+1.75,Distance,+0.35,Condition Fit,0.0,Sectionals,25.0,Runner Profile DNA,40.2,"Rank #8: strongest supports are Class Fit 67.2, Profile +1.75, Distance +0.35. Main risks are Condition Fit 0.0, Sectionals 25.0, Runner Profile DNA 40.2.",Profile NEGATIVE | Map PACE | Action NO MARKET,65.0,81.2,45.0,86.67,95.0,71.3,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 71.3 uses existing confidence where available; otherwise explanatory decomposition.,60.64 > 74.09,2026-03-08 > 2025-12-31,DECLINING,-13.45,4 > 2,BET365 ECHUCA > BET365 ECHUCA,DECLINING,DECLINING: rating trend down -13.45 across last 2 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,INSUFFICIENT_SP_SAMPLE,,0.0,,,,0,Connection evidence is limited: trainer/jockey combination has insufficient track/combo sample.,COMPLETE
2026-06-20,DONALD,4,2026-06-20_DONALD_R4,2026-06-20_DONALD_R4_OVERTHEEDGE,OVER THE EDGE,OVERTHEEDGE,3,12,TOM MADDEN,DARRYL DODSON,9,6.67,15.0,0.0,,Class Fit,74.8,Profile,+0.9,Late Power,+0.12,Condition Fit,0.0,Sectionals,25.0,Distance Fit,27.0,"Rank #9: strongest supports are Class Fit 74.8, Profile +0.9, Late Power +0.12. Main risks are Condition Fit 0.0, Sectionals 25.0, Distance Fit 27.0.",Profile NEGATIVE | Map PACE | Action NO MARKET,65.0,74.9,45.0,86.67,95.0,69.73,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 69.7 uses existing confidence where available; otherwise explanatory decomposition.,74.61 > 53.29,2026-03-03 > 2026-02-24,IMPROVING,21.32,2 > 6,ARARAT > HORSHAM,IMPROVING,IMPROVING: rating trend up 21.32 across last 2 available runs.,performance_rating_v6_research,FAST / HIGH PRESSURE,PRESSURE RACE,6 likely leaders create early pressure. Map advantage: THE LAST JUDGEMENT. Pressure risk: DOUGIE'S DREAM.,THE LAST JUDGEMENT,,DOUGIE'S DREAM,6,5,4,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,Trainer/Jockey combo,17.6% from 17,,,Jockey track,3.0% from 67,Connection profile is strong: Trainer/Jockey combo 17.6% from 17.,INSUFFICIENT_SP_SAMPLE,34.9647,0.0,2.9851,17.6471,,5,Connection profile is strong: Trainer/Jockey combo 17.6% from 17.,COMPLETE
