observation_id,edgeiq_observed_at,race_date,canonical_meeting_id,canonical_meeting_key,canonical_race_id,canonical_race_key,canonical_runner_id,canonical_runner_key,runner_number,horse_name,provider_runner_id,fixed_win,fixed_place,race_status,is_scratched,payload_hash
a076554caff4b5e0190da4c1,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R7,2026-07-26|SALE|R7,15715073,2026-07-26|SALE|R7|CEREMONIOUS,6,Ceremonious,5fe7c6f1-12bb-4666-ba0f-31666ed6cbd5,14.00,3.40,Open,false,a076554caff4b5e0190da4c1f26ff485274ab2726463f0184bfd9bc2fdc17af4
d1e8eb7591d0954663d9fdb9,2026-07-26T02:08:09Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R7,2026-07-26|SALE|R7,15715073,2026-07-26|SALE|R7|CEREMONIOUS,6,Ceremonious,5fe7c6f1-12bb-4666-ba0f-31666ed6cbd5,14.00,3.40,Open,false,d1e8eb7591d0954663d9fdb9f666ceabc0fb9ad2f76ea64a24a5c611ebb32aae
06555224ffcde6845300f1bd,2026-07-26T02:02:04Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R10,2026-07-27|BALLARAT|R10,15716515,2026-07-27|BALLARAT|R10|SWYCHO,7,Swycho,9fd0ddd4-ece1-4f41-98eb-07d5a75cf6f9,12.00,3.50,Open,false,06555224ffcde6845300f1bd37ee826478b6bbb2a35137b2ddbc73af5c9c2f75
0029112fde579ffa9025df16,2026-07-26T02:08:27Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R10,2026-07-27|BALLARAT|R10,15716515,2026-07-27|BALLARAT|R10|SWYCHO,7,Swycho,9fd0ddd4-ece1-4f41-98eb-07d5a75cf6f9,12.00,3.50,Open,false,0029112fde579ffa9025df16d12e2f72789ce93316944d4a00fdeacac1f4d94e
12c5b54fee5dba6fc879db11,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15717275,2026-07-26|SALE|R8|HOTCHILLIMAMA,15,Hot Chilli Mama,15b54696-2e48-488c-8f07-d0a2b5ecb854,71.00,12.00,Open,false,12c5b54fee5dba6fc879db1162b057ace8137ffe960d53583bf15f80d21fa833
9d65882c028a410fd4acca27,2026-07-26T02:08:10Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15717275,2026-07-26|SALE|R8|HOTCHILLIMAMA,15,Hot Chilli Mama,15b54696-2e48-488c-8f07-d0a2b5ecb854,71.00,12.00,Open,false,9d65882c028a410fd4acca278d6c50292078f885197a24f7a0b88dfc4ea08b96
96e8e808476738f2c44fcbaa,2026-07-26T02:02:03Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R2,2026-07-27|BALLARAT|R2,15717635,2026-07-27|BALLARAT|R2|SMARTEDDIE,2,Smart Eddie,d9eb17ab-af83-4cda-bf2e-ffc2cbe654ce,61.00,10.00,Open,false,96e8e808476738f2c44fcbaa8b05845c55fc20b98de0957232d0033ba24db0a4
96a2137da5351ec809a4d719,2026-07-26T02:08:19Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R2,2026-07-27|BALLARAT|R2,15717635,2026-07-27|BALLARAT|R2|SMARTEDDIE,2,Smart Eddie,d9eb17ab-af83-4cda-bf2e-ffc2cbe654ce,61.00,10.00,Open,false,96a2137da5351ec809a4d719bcbd27d04d3c20d8bd7562884c79901d3601f073
765201295fb86d34b9c9d7d9,2026-07-26T02:02:04Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R9,2026-07-27|BALLARAT|R9,15718172,2026-07-27|BALLARAT|R9|VALIDATED,1,Validated,0f3469ad-769e-45af-9741-c1e3c0773fbb,9.50,3.00,Open,false,765201295fb86d34b9c9d7d91441a28e8370ff3ae564fa3097af6de722bfe973
1e0c4ac15c7fcaccf0913621,2026-07-26T02:08:26Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R9,2026-07-27|BALLARAT|R9,15718172,2026-07-27|BALLARAT|R9|VALIDATED,1,Validated,0f3469ad-769e-45af-9741-c1e3c0773fbb,9.50,3.00,Open,false,1e0c4ac15c7fcaccf0913621de4c0a8282d2168a8ee40c9979b4dd738f038759
49fbaaa887fe9515ec5bfe1f,2026-07-26T02:02:00Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15718272,2026-07-26|SALE|R2|DIAMONDMILA,2,Diamond Mila,d78d2c2f-fbe5-4270-9bbe-1ed9d36f867c,,,Open,true,49fbaaa887fe9515ec5bfe1f83183e9a5c22801732641a5bb09728e35cbd56df
0ee7853c8139b0f7f07a166a,2026-07-26T02:08:04Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15718272,2026-07-26|SALE|R2|DIAMONDMILA,2,Diamond Mila,d78d2c2f-fbe5-4270-9bbe-1ed9d36f867c,,,Open,true,0ee7853c8139b0f7f07a166afdd23c610579deaf1875882144757c65a032f009
993dcf0d3be35249669f5ae2,2026-07-26T02:02:00Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R1,2026-07-26|SALE|R1,15718906,2026-07-26|SALE|R1|CLYDEBANKROBBER,1,Clydebank Robber,7a44bf9f-1612-494a-b02a-3ee1777b3b86,12.00,2.60,Closed,false,993dcf0d3be35249669f5ae2d22b4b3171573cfe88cac012c34b51021127a6a5
206e2afa86b34dce189de256,2026-07-26T02:08:02Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R1,2026-07-26|SALE|R1,15718906,2026-07-26|SALE|R1|CLYDEBANKROBBER,1,Clydebank Robber,7a44bf9f-1612-494a-b02a-3ee1777b3b86,12.00,2.60,Interim,false,206e2afa86b34dce189de256fb3ec77bc9a58caf31cbe59f0282b8c7f3776caa
adf19e3588bc82d52deb583f,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15718907,2026-07-26|SALE|R8|AUTOMAX,13,Auto Max,93f2ff87-e853-4d7c-9b01-1a0bdff2a122,51.00,9.50,Open,false,adf19e3588bc82d52deb583f4a78a12ef5e9b639f30df1e770e708c8c94dc505
59fd4810e5802731bbdfe953,2026-07-26T02:08:10Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15718907,2026-07-26|SALE|R8|AUTOMAX,13,Auto Max,93f2ff87-e853-4d7c-9b01-1a0bdff2a122,51.00,9.50,Open,false,59fd4810e5802731bbdfe9538fa6c0369063d7839c48fdd3c21b188e31ca9f8f
e54553968465279ec24155f6,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15718908,2026-07-26|SALE|R8|IMDYNAMITE,14,I'm Dynamite,461cf3cb-5fcd-4461-9ed3-de01ca488c96,27.00,6.00,Open,false,e54553968465279ec24155f6fc197673376997b1279398028039dc9e8298a4a0
b43f3266ce71e05535ad0817,2026-07-26T02:08:10Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15718908,2026-07-26|SALE|R8|IMDYNAMITE,14,I'm Dynamite,461cf3cb-5fcd-4461-9ed3-de01ca488c96,27.00,6.00,Open,false,b43f3266ce71e05535ad08179933b142dccae16e1e6c74d60d56522929c39ff3
e9164c4477ba5089c8a87a8e,2026-07-26T02:02:00Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15719074,2026-07-26|SALE|R2|DOUBLEDAH,18,Double Dah,ef1c4cf1-2dd8-4837-a3d6-987a9692f0c5,91.00,14.00,Open,true,e9164c4477ba5089c8a87a8e9b2e6cb50ea984d1ae907ff57c1d90a500d0c034
9fb38ec35abdaf6e5ddaf039,2026-07-26T02:08:04Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15719074,2026-07-26|SALE|R2|DOUBLEDAH,18,Double Dah,ef1c4cf1-2dd8-4837-a3d6-987a9692f0c5,91.00,14.00,Open,true,9fb38ec35abdaf6e5ddaf039606c05331273e1f21b3ce018d24192c3e1db118c
3c26c6e7b79bf2ccbd791c02,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R3,2026-07-26|SALE|R3,15719768,2026-07-26|SALE|R3|FIVEKNIGHTS,10,Five Knights,83d8890e-ec4d-4bae-b19f-c61b174ea9a8,81.00,9.50,Open,false,3c26c6e7b79bf2ccbd791c0253b162885084558f11860ab435a8f37a07a0a538
29c3094c1d881d331bd5f5ee,2026-07-26T02:08:05Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R3,2026-07-26|SALE|R3,15719768,2026-07-26|SALE|R3|FIVEKNIGHTS,10,Five Knights,83d8890e-ec4d-4bae-b19f-c61b174ea9a8,81.00,9.50,Open,false,29c3094c1d881d331bd5f5ee2374ba52a189e0d3d43db69c617820e6310908a5
55e48d8df41c3c5800b91a62,2026-07-26T02:02:03Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R3,2026-07-27|BALLARAT|R3,15719785,2026-07-27|BALLARAT|R3|KEYTOVICTORY,18,Key To Victory,57edb2b3-d79d-4a89-b1eb-eb1e2f5422e0,126.00,16.00,Open,false,55e48d8df41c3c5800b91a62cd30d79b20b4c1f6d2f918977b42b6d514ac97b5
04388df53f6b7996f76276d0,2026-07-26T02:08:20Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R3,2026-07-27|BALLARAT|R3,15719785,2026-07-27|BALLARAT|R3|KEYTOVICTORY,18,Key To Victory,57edb2b3-d79d-4a89-b1eb-eb1e2f5422e0,126.00,16.00,Open,false,04388df53f6b7996f76276d0d0dcfae089ecfdd18db7e26b0fe58ea98d726967
b45629e01fc338008ee1b49c,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15720365,2026-07-26|SALE|R4|BANNEDWITNESS,9,Banned Witness,0bdb840a-4747-4a47-a027-f25025a21454,16.00,3.90,Open,false,b45629e01fc338008ee1b49cff62a8b4dedb9ec388aa20979875a4a9036e95a2
3726f1418b0c5f4c8d340941,2026-07-26T02:08:06Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15720365,2026-07-26|SALE|R4|BANNEDWITNESS,9,Banned Witness,0bdb840a-4747-4a47-a027-f25025a21454,16.00,3.90,Open,false,3726f1418b0c5f4c8d340941254effaf81eaa630cded6ac27923c81ced1aac2c
837baa65921e5a0471bef875,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15721194,2026-07-26|SALE|R8|EXPRESSGUARD,5,Express Guard,23bdc62d-8f41-4c55-91d4-aef5e22e750a,8.50,2.80,Open,false,837baa65921e5a0471bef875f73677c4609731c8a00cef07a718271f4e560479
662cac1038e926d5b6846c1f,2026-07-26T02:08:10Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R8,2026-07-26|SALE|R8,15721194,2026-07-26|SALE|R8|EXPRESSGUARD,5,Express Guard,23bdc62d-8f41-4c55-91d4-aef5e22e750a,8.50,2.80,Open,false,662cac1038e926d5b6846c1f6edeed2984efaa7c3c10e07be8273e568179b3dd
0b84008abfed3830ff946c23,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15721201,2026-07-26|SALE|R4|STELLARJEWELS,19,Stellar Jewels,35bb66f6-ec9c-479f-bf31-2f549a433390,126.00,16.00,Open,false,0b84008abfed3830ff946c236f1d0bdb49af6fc64883db05ef388fa2da88ebc5
9ce680cea7509abd5278da7c,2026-07-26T02:08:06Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15721201,2026-07-26|SALE|R4|STELLARJEWELS,19,Stellar Jewels,35bb66f6-ec9c-479f-bf31-2f549a433390,126.00,16.00,Open,false,9ce680cea7509abd5278da7c67ef89fa04a44725371783459595dbc0888fa8cd
6c5b2c91cf384499c2425730,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R6,2026-07-26|SALE|R6,15721202,2026-07-26|SALE|R6|MAGICDRUM,3,Magic Drum,60052c94-281c-4ae3-b232-1ead5d9e098c,10.00,1.95,Open,false,6c5b2c91cf384499c242573085982f642deaf4df13513522a55612f93e2e737f
6ef454d6b9f69548210d8bb3,2026-07-26T02:08:08Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R6,2026-07-26|SALE|R6,15721202,2026-07-26|SALE|R6|MAGICDRUM,3,Magic Drum,60052c94-281c-4ae3-b232-1ead5d9e098c,10.00,1.95,Open,false,6ef454d6b9f69548210d8bb3e6f61b9c3a76c2b4dd6e15f8b064ba8cdb05f749
9c38b5d4899926bb627b09c0,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R7,2026-07-26|SALE|R7,15721244,2026-07-26|SALE|R7|NEARINGLIBERTY,2,Nearing Liberty,ad3eef36-45c3-4bde-9fa0-d9c0ebfcbd20,6.50,2.15,Open,false,9c38b5d4899926bb627b09c0cab328bebef1b6690e6243d3355aec6ddcf5aae7
f8a255cc10f121d82511c4c7,2026-07-26T02:08:09Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R7,2026-07-26|SALE|R7,15721244,2026-07-26|SALE|R7|NEARINGLIBERTY,2,Nearing Liberty,ad3eef36-45c3-4bde-9fa0-d9c0ebfcbd20,6.50,2.15,Open,false,f8a255cc10f121d82511c4c7b1e28da30226861d93647a6b3fd9f7f7b1b5bbc5
a2d9a6d37287d48af206eb77,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R3,2026-07-26|SALE|R3,15721447,2026-07-26|SALE|R3|SOMERSGREEN,13,Somers Green,a944201d-818f-4278-a944-aa5c902f8d8b,16.00,3.90,Open,true,a2d9a6d37287d48af206eb774dd55873fad1efa851d0e92bf48d1fdf8bb04f3b
51281aa3ae408331ccc83ae9,2026-07-26T02:08:05Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R3,2026-07-26|SALE|R3,15721447,2026-07-26|SALE|R3|SOMERSGREEN,13,Somers Green,a944201d-818f-4278-a944-aa5c902f8d8b,16.00,3.90,Open,true,51281aa3ae408331ccc83ae9c2d6437949e45530a9a644e58ee271f6d1ccdd10
334b7a08c55ded19892db0bc,2026-07-26T02:02:00Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15721510,2026-07-26|SALE|R2|FORTOFDREAMS,4,Fort Of Dreams,703369de-e1fd-4c0d-bb1f-c991facce1b9,7.50,2.10,Open,false,334b7a08c55ded19892db0bca069177a7a240bb4c725297009fc1a2f12d718ef
072cc3ea3540e0e1001482f4,2026-07-26T02:08:04Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R2,2026-07-26|SALE|R2,15721510,2026-07-26|SALE|R2|FORTOFDREAMS,4,Fort Of Dreams,703369de-e1fd-4c0d-bb1f-c991facce1b9,6.50,1.95,Open,false,072cc3ea3540e0e1001482f413f112be0f047811be01fec780d24beb65b78591
e549306243c75e535837bce3,2026-07-26T02:02:04Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R6,2026-07-27|BALLARAT|R6,15721511,2026-07-27|BALLARAT|R6|ROSANGELA,5,Rosangela,e5b29daa-fdec-4006-bde3-00155be94d43,4.40,1.80,Open,false,e549306243c75e535837bce33247894750706dc08e03319ebfec1f5db7a805a4
59e477ea4b68dc8bed94814c,2026-07-26T02:08:23Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R6,2026-07-27|BALLARAT|R6,15721511,2026-07-27|BALLARAT|R6|ROSANGELA,5,Rosangela,e5b29daa-fdec-4006-bde3-00155be94d43,4.40,1.80,Open,false,59e477ea4b68dc8bed94814c720fad14306d33407627f4ae49e46ba833325909
f7a15c74a3fe2bebed4ba958,2026-07-26T02:02:03Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R2,2026-07-27|BALLARAT|R2,15721516,2026-07-27|BALLARAT|R2|SPIDERMAN,3,Spiderman,6f522cf4-af28-4022-ab38-30782532bdc3,16.00,4.20,Open,false,f7a15c74a3fe2bebed4ba958b6519619033642b83113fe269a8b88684e844da9
f6e8dd3fa6f4282a848f6c64,2026-07-26T02:08:19Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R2,2026-07-27|BALLARAT|R2,15721516,2026-07-27|BALLARAT|R2|SPIDERMAN,3,Spiderman,6f522cf4-af28-4022-ab38-30782532bdc3,16.00,4.20,Open,false,f6e8dd3fa6f4282a848f6c64bc3d8acc6ac2dac2aa39ff632317383044ff9ffd
cfbd5c569aef4a4f83a06b0b,2026-07-26T02:02:01Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15721526,2026-07-26|SALE|R4|CHIPNDALE,17,Chip'n'dale,d0bfb4cf-d578-4244-a706-b772753ccbd4,51.00,9.00,Open,true,cfbd5c569aef4a4f83a06b0bc0103cc259595a046d9acc93011aed890c236523
75ed51e1edf36b106f841d32,2026-07-26T02:08:06Z,2026-07-26,2026-07-26|SALE,2026-07-26|SALE,2026-07-26|SALE|R4,2026-07-26|SALE|R4,15721526,2026-07-26|SALE|R4|CHIPNDALE,17,Chip'n'dale,d0bfb4cf-d578-4244-a706-b772753ccbd4,51.00,9.00,Open,true,75ed51e1edf36b106f841d32e4e1a24b06a72c682a960091cc1f653e13dae090
d242af3d98b943dbdb7c7782,2026-07-26T02:02:04Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R9,2026-07-27|BALLARAT|R9,15721865,2026-07-27|BALLARAT|R9|SMARTELISSIM,15,Smart Elissim,2f72c3fd-1ee9-4e0b-9a1a-f355eb5e90a2,26.00,6.00,Open,false,d242af3d98b943dbdb7c7782360f592cba9c59ae82eaca245b62c1bdd1ca48cd
be4035a36e4afa46d58adf67,2026-07-26T02:08:26Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R9,2026-07-27|BALLARAT|R9,15721865,2026-07-27|BALLARAT|R9|SMARTELISSIM,15,Smart Elissim,2f72c3fd-1ee9-4e0b-9a1a-f355eb5e90a2,26.00,6.00,Open,false,be4035a36e4afa46d58adf67acd0d53d2d985f0966ee3336c6380dc989877838
2ae2aac238cbb40c6dd4891a,2026-07-26T02:02:06Z,2026-07-28,2026-07-28|SWANHILL,2026-07-28|SWANHILL,2026-07-28|SWAN HILL|R8,2026-07-28|SWAN HILL|R8,15721866,2026-07-28|SWAN HILL|R8|SMARTELISSIM,19,Smart Elissim,be4dd78c-09f3-4f0c-ad0a-19081b9122a7,51.00,10.00,Open,false,2ae2aac238cbb40c6dd4891a08e9e8b84307a7ae0a539a2ea89a49a675d6aaae
b41220c8fc6b20c424ed00ef,2026-07-26T02:08:36Z,2026-07-28,2026-07-28|SWANHILL,2026-07-28|SWANHILL,2026-07-28|SWAN HILL|R8,2026-07-28|SWAN HILL|R8,15721866,2026-07-28|SWAN HILL|R8|SMARTELISSIM,19,Smart Elissim,be4dd78c-09f3-4f0c-ad0a-19081b9122a7,51.00,10.00,Open,false,b41220c8fc6b20c424ed00ef1207b4f237040bb9606cd88e54790b80d27ec3b5
f304794fbfff9d9fa52a0578,2026-07-26T02:02:03Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R1,2026-07-27|BALLARAT|R1,15721869,2026-07-27|BALLARAT|R1|DIAMONDSTORM,13,Diamond Storm,b5bb9c1f-a492-4a91-a837-d0942cb19185,16.00,3.40,Open,false,f304794fbfff9d9fa52a057888c85a6f3579f1d846bcf3dbea415634e49fe08c
b3d8dc3e36651cc0ebaf9a72,2026-07-26T02:08:18Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R1,2026-07-27|BALLARAT|R1,15721869,2026-07-27|BALLARAT|R1|DIAMONDSTORM,13,Diamond Storm,b5bb9c1f-a492-4a91-a837-d0942cb19185,17.00,3.50,Open,false,b3d8dc3e36651cc0ebaf9a72a7b70deb07236910c55fb537b1f626984dbdf78a
521f3321f50affc3f0ccaa15,2026-07-26T02:02:04Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R6,2026-07-27|BALLARAT|R6,15721876,2026-07-27|BALLARAT|R6|WILF,4,Wilf,5203b0e3-460d-46d5-988d-9308b86272a2,46.00,8.00,Open,false,521f3321f50affc3f0ccaa150816d198fda3e03dbbba9196e85b666131c02b1e
e7c3ab0606bca53acfc6c6a3,2026-07-26T02:08:23Z,2026-07-27,2026-07-27|BALLARAT,2026-07-27|BALLARAT,2026-07-27|BALLARAT|R6,2026-07-27|BALLARAT|R6,15721876,2026-07-27|BALLARAT|R6|WILF,4,Wilf,5203b0e3-460d-46d5-988d-9308b86272a2,46.00,8.00,Open,false,e7c3ab0606bca53acfc6c6a3da08ad22553b61030ca50367e699c51486d8a585
f48092fe021fbaea59c691d1,2026-07-26T02:02:05Z,2026-07-28,2026-07-28|SWANHILL,2026-07-28|SWANHILL,2026-07-28|SWAN HILL|R3,2026-07-28|SWAN HILL|R3,15721885,2026-07-28|SWAN HILL|R3|BLACKHILLBOY,1,Blackhill Boy,dadcaf73-a4c4-4028-9ba2-11d06cc8526c,17.00,4.50,Open,false,f48092fe021fbaea59c691d19ff7d1d37558cff2a0dfebc4a3667b6880e05ef7
